index,REGIÃO,ESTADO,VALOR REVENDA (R$/L),DATA,ANO
12497,CENTRO OESTE,GOIAS,2.148,2004-09-01,2004
12499,CENTRO OESTE,MATO GROSSO DO SUL,2.319,2004-09-01,2004
12501,NORDESTE,BAHIA,2.226,2004-09-01,2004
12504,NORDESTE,PARAIBA,2.092,2004-09-01,2004
12505,NORDESTE,PERNAMBUCO,2.147,2004-09-01,2004
12506,NORDESTE,PIAUI,2.209,2004-09-01,2004
12507,NORDESTE,RIO GRANDE DO NORTE,2.113,2004-09-01,2004
12502,NORDESTE,CEARA,2.273,2004-09-01,2004
12503,NORDESTE,MARANHAO,2.191,2004-09-01,2004
12514,NORTE,RORAIMA,2.146,2004-09-01,2004
12513,NORTE,RONDONIA,2.473,2004-09-01,2004
12512,NORTE,PARA,2.43,2004-09-01,2004
12511,NORTE,AMAZONAS,2.251,2004-09-01,2004
12510,NORTE,AMAPA,2.405,2004-09-01,2004
12509,NORTE,ACRE,2.558,2004-09-01,2004
12508,NORDESTE,SERGIPE,2.121,2004-09-01,2004
12500,NORDESTE,ALAGOAS,2.209,2004-09-01,2004
12521,SUL,RIO GRANDE DO SUL,2.272,2004-09-01,2004
12520,SUL,PARANA,2.146,2004-09-01,2004
12519,SUDESTE,SAO PAULO,2.034,2004-09-01,2004
12518,SUDESTE,RIO DE JANEIRO,2.181,2004-09-01,2004
12517,SUDESTE,MINAS GERAIS,2.126,2004-09-01,2004
12516,SUDESTE,ESPIRITO SANTO,2.12,2004-09-01,2004
12522,SUL,SANTA CATARINA,2.203,2004-09-01,2004
12515,NORTE,TOCANTINS,2.305,2004-09-01,2004
12527,NORDESTE,ALAGOAS,2.212,2004-09-08,2004
12526,CENTRO OESTE,MATO GROSSO DO SUL,2.329,2004-09-08,2004
12525,CENTRO OESTE,MATO GROSSO,2.56,2004-09-08,2004
12524,CENTRO OESTE,GOIAS,2.144,2004-09-08,2004
12523,CENTRO OESTE,DISTRITO FEDERAL,2.128,2004-09-08,2004
12528,NORDESTE,BAHIA,2.226,2004-09-08,2004
12529,NORDESTE,CEARA,2.271,2004-09-08,2004
12530,NORDESTE,MARANHAO,2.205,2004-09-08,2004
12549,SUL,SANTA CATARINA,2.202,2004-09-08,2004
12548,SUL,RIO GRANDE DO SUL,2.282,2004-09-08,2004
12547,SUL,PARANA,2.136,2004-09-08,2004
12546,SUDESTE,SAO PAULO,2.032,2004-09-08,2004
12545,SUDESTE,RIO DE JANEIRO,2.179,2004-09-08,2004
12544,SUDESTE,MINAS GERAIS,2.126,2004-09-08,2004
12543,SUDESTE,ESPIRITO SANTO,2.162,2004-09-08,2004
12542,NORTE,TOCANTINS,2.319,2004-09-08,2004
12541,NORTE,RORAIMA,2.146,2004-09-08,2004
12539,NORTE,PARA,2.424,2004-09-08,2004
12538,NORTE,AMAZONAS,2.248,2004-09-08,2004
12537,NORTE,AMAPA,2.398,2004-09-08,2004
12536,NORTE,ACRE,2.569,2004-09-08,2004
12535,NORDESTE,SERGIPE,2.122,2004-09-08,2004
12534,NORDESTE,RIO GRANDE DO NORTE,2.119,2004-09-08,2004
12533,NORDESTE,PIAUI,2.204,2004-09-08,2004
12532,NORDESTE,PERNAMBUCO,2.153,2004-09-08,2004
12540,NORTE,RONDONIA,2.468,2004-09-08,2004
12531,NORDESTE,PARAIBA,2.081,2004-09-08,2004
12575,SUL,RIO GRANDE DO SUL,2.284,2004-09-15,2004
12576,SUL,SANTA CATARINA,2.201,2004-09-15,2004
12574,SUL,PARANA,2.131,2004-09-15,2004
12573,SUDESTE,SAO PAULO,2.032,2004-09-15,2004
12552,CENTRO OESTE,MATO GROSSO,2.564,2004-09-15,2004
12571,SUDESTE,MINAS GERAIS,2.131,2004-09-15,2004
12550,CENTRO OESTE,DISTRITO FEDERAL,2.145,2004-09-15,2004
12551,CENTRO OESTE,GOIAS,2.134,2004-09-15,2004
12553,CENTRO OESTE,MATO GROSSO DO SUL,2.337,2004-09-15,2004
12554,NORDESTE,ALAGOAS,2.204,2004-09-15,2004
12555,NORDESTE,BAHIA,2.225,2004-09-15,2004
12556,NORDESTE,CEARA,2.263,2004-09-15,2004
12557,NORDESTE,MARANHAO,2.201,2004-09-15,2004
12558,NORDESTE,PARAIBA,2.076,2004-09-15,2004
12559,NORDESTE,PERNAMBUCO,2.154,2004-09-15,2004
12572,SUDESTE,RIO DE JANEIRO,2.181,2004-09-15,2004
12560,NORDESTE,PIAUI,2.206,2004-09-15,2004
12562,NORDESTE,SERGIPE,2.121,2004-09-15,2004
12563,NORTE,ACRE,2.566,2004-09-15,2004
12564,NORTE,AMAPA,2.352,2004-09-15,2004
12565,NORTE,AMAZONAS,2.258,2004-09-15,2004
12566,NORTE,PARA,2.424,2004-09-15,2004
12567,NORTE,RONDONIA,2.467,2004-09-15,2004
12568,NORTE,RORAIMA,2.148,2004-09-15,2004
12569,NORTE,TOCANTINS,2.29,2004-09-15,2004
12570,SUDESTE,ESPIRITO SANTO,2.167,2004-09-15,2004
12561,NORDESTE,RIO GRANDE DO NORTE,2.115,2004-09-15,2004
12588,NORDESTE,RIO GRANDE DO NORTE,2.118,2004-09-22,2004
12587,NORDESTE,PIAUI,2.21,2004-09-22,2004
12578,CENTRO OESTE,GOIAS,2.133,2004-09-22,2004
12579,CENTRO OESTE,MATO GROSSO,2.551,2004-09-22,2004
12580,CENTRO OESTE,MATO GROSSO DO SUL,2.344,2004-09-22,2004
12581,NORDESTE,ALAGOAS,2.205,2004-09-22,2004
12582,NORDESTE,BAHIA,2.227,2004-09-22,2004
12583,NORDESTE,CEARA,2.26,2004-09-22,2004
12584,NORDESTE,MARANHAO,2.191,2004-09-22,2004
12585,NORDESTE,PARAIBA,2.061,2004-09-22,2004
12586,NORDESTE,PERNAMBUCO,2.152,2004-09-22,2004
12577,CENTRO OESTE,DISTRITO FEDERAL,2.134,2004-09-22,2004
12603,SUL,SANTA CATARINA,2.201,2004-09-22,2004
12589,NORDESTE,SERGIPE,2.123,2004-09-22,2004
12590,NORTE,ACRE,2.57,2004-09-22,2004
12591,NORTE,AMAPA,2.409,2004-09-22,2004
12592,NORTE,AMAZONAS,2.249,2004-09-22,2004
12593,NORTE,PARA,2.424,2004-09-22,2004
12594,NORTE,RONDONIA,2.463,2004-09-22,2004
12595,NORTE,RORAIMA,2.153,2004-09-22,2004
12596,NORTE,TOCANTINS,2.291,2004-09-22,2004
12597,SUDESTE,ESPIRITO SANTO,2.162,2004-09-22,2004
12598,SUDESTE,MINAS GERAIS,2.128,2004-09-22,2004
12599,SUDESTE,RIO DE JANEIRO,2.181,2004-09-22,2004
12600,SUDESTE,SAO PAULO,2.031,2004-09-22,2004
12601,SUL,PARANA,2.125,2004-09-22,2004
12602,SUL,RIO GRANDE DO SUL,2.286,2004-09-22,2004
12604,CENTRO OESTE,DISTRITO FEDERAL,2.111,2004-09-29,2004
12605,CENTRO OESTE,GOIAS,2.15,2004-09-29,2004
12606,CENTRO OESTE,MATO GROSSO,2.546,2004-09-29,2004
12607,CENTRO OESTE,MATO GROSSO DO SUL,2.344,2004-09-29,2004
12608,NORDESTE,ALAGOAS,2.205,2004-09-29,2004
12609,NORDESTE,BAHIA,2.229,2004-09-29,2004
12610,NORDESTE,CEARA,2.255,2004-09-29,2004
12611,NORDESTE,MARANHAO,2.191,2004-09-29,2004
12612,NORDESTE,PARAIBA,2.061,2004-09-29,2004
12613,NORDESTE,PERNAMBUCO,2.154,2004-09-29,2004
12615,NORDESTE,RIO GRANDE DO NORTE,2.116,2004-09-29,2004
12614,NORDESTE,PIAUI,2.201,2004-09-29,2004
12616,NORDESTE,SERGIPE,2.121,2004-09-29,2004
12617,NORTE,ACRE,2.57,2004-09-29,2004
12618,NORTE,AMAPA,2.4,2004-09-29,2004
12620,NORTE,PARA,2.424,2004-09-29,2004
12621,NORTE,RONDONIA,2.473,2004-09-29,2004
12622,NORTE,RORAIMA,2.148,2004-09-29,2004
12623,NORTE,TOCANTINS,2.288,2004-09-29,2004
12619,NORTE,AMAZONAS,2.251,2004-09-29,2004
12625,SUDESTE,MINAS GERAIS,2.126,2004-09-29,2004
12624,SUDESTE,ESPIRITO SANTO,2.161,2004-09-29,2004
12630,SUL,SANTA CATARINA,2.199,2004-09-29,2004
12628,SUL,PARANA,2.122,2004-09-29,2004
12627,SUDESTE,SAO PAULO,2.032,2004-09-29,2004
12626,SUDESTE,RIO DE JANEIRO,2.184,2004-09-29,2004
12629,SUL,RIO GRANDE DO SUL,2.285,2004-09-29,2004
12651,SUDESTE,ESPIRITO SANTO,2.166,2004-10-06,2004
12633,CENTRO OESTE,MATO GROSSO,2.539,2004-10-06,2004
12632,CENTRO OESTE,GOIAS,2.146,2004-10-06,2004
12631,CENTRO OESTE,DISTRITO FEDERAL,2.086,2004-10-06,2004
12634,CENTRO OESTE,MATO GROSSO DO SUL,2.348,2004-10-06,2004
12650,NORTE,TOCANTINS,2.287,2004-10-06,2004
12636,NORDESTE,BAHIA,2.23,2004-10-06,2004
12652,SUDESTE,MINAS GERAIS,2.129,2004-10-06,2004
12653,SUDESTE,RIO DE JANEIRO,2.184,2004-10-06,2004
12654,SUDESTE,SAO PAULO,2.034,2004-10-06,2004
12655,SUL,PARANA,2.126,2004-10-06,2004
12656,SUL,RIO GRANDE DO SUL,2.281,2004-10-06,2004
12657,SUL,SANTA CATARINA,2.203,2004-10-06,2004
12649,NORTE,RORAIMA,2.156,2004-10-06,2004
12648,NORTE,RONDONIA,2.47,2004-10-06,2004
12647,NORTE,PARA,2.422,2004-10-06,2004
12646,NORTE,AMAZONAS,2.243,2004-10-06,2004
12645,NORTE,AMAPA,2.411,2004-10-06,2004
12644,NORTE,ACRE,2.568,2004-10-06,2004
12643,NORDESTE,SERGIPE,2.123,2004-10-06,2004
12642,NORDESTE,RIO GRANDE DO NORTE,2.119,2004-10-06,2004
12641,NORDESTE,PIAUI,2.197,2004-10-06,2004
12640,NORDESTE,PERNAMBUCO,2.145,2004-10-06,2004
12639,NORDESTE,PARAIBA,2.079,2004-10-06,2004
12638,NORDESTE,MARANHAO,2.184,2004-10-06,2004
12637,NORDESTE,CEARA,2.286,2004-10-06,2004
12635,NORDESTE,ALAGOAS,2.205,2004-10-06,2004
12679,SUDESTE,MINAS GERAIS,2.136,2004-10-13,2004
12660,CENTRO OESTE,MATO GROSSO,2.557,2004-10-13,2004
12661,CENTRO OESTE,MATO GROSSO DO SUL,2.357,2004-10-13,2004
12662,NORDESTE,ALAGOAS,2.205,2004-10-13,2004
12663,NORDESTE,BAHIA,2.229,2004-10-13,2004
12664,NORDESTE,CEARA,2.285,2004-10-13,2004
12665,NORDESTE,MARANHAO,2.188,2004-10-13,2004
12666,NORDESTE,PARAIBA,2.074,2004-10-13,2004
12667,NORDESTE,PERNAMBUCO,2.144,2004-10-13,2004
12668,NORDESTE,PIAUI,2.197,2004-10-13,2004
12669,NORDESTE,RIO GRANDE DO NORTE,2.117,2004-10-13,2004
12659,CENTRO OESTE,GOIAS,2.163,2004-10-13,2004
12670,NORDESTE,SERGIPE,2.124,2004-10-13,2004
12672,NORTE,AMAPA,2.397,2004-10-13,2004
12673,NORTE,AMAZONAS,2.253,2004-10-13,2004
12684,SUL,SANTA CATARINA,2.206,2004-10-13,2004
12683,SUL,RIO GRANDE DO SUL,2.29,2004-10-13,2004
12682,SUL,PARANA,2.141,2004-10-13,2004
12681,SUDESTE,SAO PAULO,2.041,2004-10-13,2004
12680,SUDESTE,RIO DE JANEIRO,2.191,2004-10-13,2004
12674,NORTE,PARA,2.427,2004-10-13,2004
12678,SUDESTE,ESPIRITO SANTO,2.188,2004-10-13,2004
12677,NORTE,TOCANTINS,2.287,2004-10-13,2004
12671,NORTE,ACRE,2.57,2004-10-13,2004
12658,CENTRO OESTE,DISTRITO FEDERAL,2.013,2004-10-13,2004
12676,NORTE,RORAIMA,2.152,2004-10-13,2004
12675,NORTE,RONDONIA,2.472,2004-10-13,2004
12690,NORDESTE,BAHIA,2.305,2004-10-20,2004
12704,NORTE,TOCANTINS,2.335,2004-10-20,2004
12703,NORTE,RORAIMA,2.17,2004-10-20,2004
12702,NORTE,RONDONIA,2.532,2004-10-20,2004
12701,NORTE,PARA,2.477,2004-10-20,2004
12700,NORTE,AMAZONAS,2.302,2004-10-20,2004
12699,NORTE,AMAPA,2.452,2004-10-20,2004
12698,NORTE,ACRE,2.619,2004-10-20,2004
12697,NORDESTE,SERGIPE,2.165,2004-10-20,2004
12696,NORDESTE,RIO GRANDE DO NORTE,2.194,2004-10-20,2004
12705,SUDESTE,ESPIRITO SANTO,2.238,2004-10-20,2004
12695,NORDESTE,PIAUI,2.242,2004-10-20,2004
12693,NORDESTE,PARAIBA,2.105,2004-10-20,2004
12692,NORDESTE,MARANHAO,2.242,2004-10-20,2004
12691,NORDESTE,CEARA,2.333,2004-10-20,2004
12689,NORDESTE,ALAGOAS,2.241,2004-10-20,2004
12688,CENTRO OESTE,MATO GROSSO DO SUL,2.412,2004-10-20,2004
12687,CENTRO OESTE,MATO GROSSO,2.628,2004-10-20,2004
12686,CENTRO OESTE,GOIAS,2.216,2004-10-20,2004
12685,CENTRO OESTE,DISTRITO FEDERAL,2.141,2004-10-20,2004
12694,NORDESTE,PERNAMBUCO,2.175,2004-10-20,2004
12706,SUDESTE,MINAS GERAIS,2.183,2004-10-20,2004
12708,SUDESTE,SAO PAULO,2.1,2004-10-20,2004
12709,SUL,PARANA,2.203,2004-10-20,2004
12710,SUL,RIO GRANDE DO SUL,2.363,2004-10-20,2004
12711,SUL,SANTA CATARINA,2.276,2004-10-20,2004
12707,SUDESTE,RIO DE JANEIRO,2.238,2004-10-20,2004
12716,NORDESTE,ALAGOAS,2.258,2004-10-27,2004
12717,NORDESTE,BAHIA,2.301,2004-10-27,2004
12718,NORDESTE,CEARA,2.35,2004-10-27,2004
12719,NORDESTE,MARANHAO,2.232,2004-10-27,2004
12720,NORDESTE,PARAIBA,2.129,2004-10-27,2004
12721,NORDESTE,PERNAMBUCO,2.224,2004-10-27,2004
12722,NORDESTE,PIAUI,2.232,2004-10-27,2004
12723,NORDESTE,RIO GRANDE DO NORTE,2.19,2004-10-27,2004
12724,NORDESTE,SERGIPE,2.163,2004-10-27,2004
12725,NORTE,ACRE,2.471,2004-10-27,2004
12726,NORTE,AMAPA,2.463,2004-10-27,2004
12727,NORTE,AMAZONAS,2.325,2004-10-27,2004
12728,NORTE,PARA,2.491,2004-10-27,2004
12729,NORTE,RONDONIA,2.532,2004-10-27,2004
12730,NORTE,RORAIMA,2.182,2004-10-27,2004
12731,NORTE,TOCANTINS,2.34,2004-10-27,2004
12732,SUDESTE,ESPIRITO SANTO,2.24,2004-10-27,2004
12733,SUDESTE,MINAS GERAIS,2.18,2004-10-27,2004
12734,SUDESTE,RIO DE JANEIRO,2.243,2004-10-27,2004
12735,SUDESTE,SAO PAULO,2.107,2004-10-27,2004
12736,SUL,PARANA,2.201,2004-10-27,2004
12737,SUL,RIO GRANDE DO SUL,2.355,2004-10-27,2004
12738,SUL,SANTA CATARINA,2.274,2004-10-27,2004
12715,CENTRO OESTE,MATO GROSSO DO SUL,2.415,2004-10-27,2004
12714,CENTRO OESTE,MATO GROSSO,2.638,2004-10-27,2004
12712,CENTRO OESTE,DISTRITO FEDERAL,2.17,2004-10-27,2004
12713,CENTRO OESTE,GOIAS,2.218,2004-10-27,2004
12739,CENTRO OESTE,DISTRITO FEDERAL,2.138,2004-11-03,2004
12740,CENTRO OESTE,GOIAS,2.177,2004-11-03,2004
12741,CENTRO OESTE,MATO GROSSO,2.576,2004-11-03,2004
12765,SUL,SANTA CATARINA,2.294,2004-11-03,2004
12764,SUL,RIO GRANDE DO SUL,2.28,2004-11-03,2004
12763,SUL,PARANA,2.163,2004-11-03,2004
12762,SUDESTE,SAO PAULO,2.08,2004-11-03,2004
12761,SUDESTE,RIO DE JANEIRO,2.175,2004-11-03,2004
12760,SUDESTE,MINAS GERAIS,2.115,2004-11-03,2004
12758,NORTE,TOCANTINS,2.337,2004-11-03,2004
12757,NORTE,RORAIMA,2.185,2004-11-03,2004
12756,NORTE,RONDONIA,2.443,2004-11-03,2004
12755,NORTE,PARA,2.359,2004-11-03,2004
12754,NORTE,AMAZONAS,2.325,2004-11-03,2004
12753,NORTE,AMAPA,2.336,2004-11-03,2004
12752,NORTE,ACRE,2.485,2004-11-03,2004
12751,NORDESTE,SERGIPE,2.133,2004-11-03,2004
12750,NORDESTE,RIO GRANDE DO NORTE,2.211,2004-11-03,2004
12759,SUDESTE,ESPIRITO SANTO,2.23,2004-11-03,2004
12748,NORDESTE,PERNAMBUCO,2.222,2004-11-03,2004
12749,NORDESTE,PIAUI,2.225,2004-11-03,2004
12747,NORDESTE,PARAIBA,2.146,2004-11-03,2004
12742,CENTRO OESTE,MATO GROSSO DO SUL,2.419,2004-11-03,2004
12743,NORDESTE,ALAGOAS,2.296,2004-11-03,2004
12744,NORDESTE,BAHIA,2.242,2004-11-03,2004
12745,NORDESTE,CEARA,2.328,2004-11-03,2004
12746,NORDESTE,MARANHAO,2.128,2004-11-03,2004
12769,CENTRO OESTE,MATO GROSSO DO SUL,2.453,2004-11-10,2004
12766,CENTRO OESTE,DISTRITO FEDERAL,2.227,2004-11-10,2004
12767,CENTRO OESTE,GOIAS,2.277,2004-11-10,2004
12768,CENTRO OESTE,MATO GROSSO,2.583,2004-11-10,2004
12770,NORDESTE,ALAGOAS,2.299,2004-11-10,2004
12771,NORDESTE,BAHIA,2.239,2004-11-10,2004
12773,NORDESTE,MARANHAO,2.143,2004-11-10,2004
12772,NORDESTE,CEARA,2.326,2004-11-10,2004
12779,NORTE,ACRE,2.481,2004-11-10,2004
12777,NORDESTE,RIO GRANDE DO NORTE,2.205,2004-11-10,2004
12778,NORDESTE,SERGIPE,2.144,2004-11-10,2004
12780,NORTE,AMAPA,2.332,2004-11-10,2004
12781,NORTE,AMAZONAS,2.326,2004-11-10,2004
12782,NORTE,PARA,2.378,2004-11-10,2004
12783,NORTE,RONDONIA,2.454,2004-11-10,2004
12784,NORTE,RORAIMA,2.185,2004-11-10,2004
12785,NORTE,TOCANTINS,2.352,2004-11-10,2004
12786,SUDESTE,ESPIRITO SANTO,2.248,2004-11-10,2004
12787,SUDESTE,MINAS GERAIS,2.13,2004-11-10,2004
12789,SUDESTE,SAO PAULO,2.096,2004-11-10,2004
12790,SUL,PARANA,2.175,2004-11-10,2004
12788,SUDESTE,RIO DE JANEIRO,2.202,2004-11-10,2004
12792,SUL,SANTA CATARINA,2.318,2004-11-10,2004
12774,NORDESTE,PARAIBA,2.147,2004-11-10,2004
12775,NORDESTE,PERNAMBUCO,2.229,2004-11-10,2004
12776,NORDESTE,PIAUI,2.309,2004-11-10,2004
12791,SUL,RIO GRANDE DO SUL,2.287,2004-11-10,2004
12801,NORDESTE,PARAIBA,2.147,2004-11-17,2004
12798,NORDESTE,BAHIA,2.262,2004-11-17,2004
12797,NORDESTE,ALAGOAS,2.301,2004-11-17,2004
12796,CENTRO OESTE,MATO GROSSO DO SUL,2.455,2004-11-17,2004
12794,CENTRO OESTE,GOIAS,2.193,2004-11-17,2004
12793,CENTRO OESTE,DISTRITO FEDERAL,2.202,2004-11-17,2004
12800,NORDESTE,MARANHAO,2.144,2004-11-17,2004
12795,CENTRO OESTE,MATO GROSSO,2.582,2004-11-17,2004
12804,NORDESTE,RIO GRANDE DO NORTE,2.231,2004-11-17,2004
12805,NORDESTE,SERGIPE,2.174,2004-11-17,2004
12806,NORTE,ACRE,2.484,2004-11-17,2004
12807,NORTE,AMAPA,2.333,2004-11-17,2004
12799,NORDESTE,CEARA,2.327,2004-11-17,2004
12808,NORTE,AMAZONAS,2.325,2004-11-17,2004
12809,NORTE,PARA,2.356,2004-11-17,2004
12810,NORTE,RONDONIA,2.438,2004-11-17,2004
12811,NORTE,RORAIMA,2.187,2004-11-17,2004
12812,NORTE,TOCANTINS,2.351,2004-11-17,2004
12813,SUDESTE,ESPIRITO SANTO,2.251,2004-11-17,2004
12814,SUDESTE,MINAS GERAIS,2.135,2004-11-17,2004
12815,SUDESTE,RIO DE JANEIRO,2.217,2004-11-17,2004
12816,SUDESTE,SAO PAULO,2.103,2004-11-17,2004
12817,SUL,PARANA,2.189,2004-11-17,2004
12818,SUL,RIO GRANDE DO SUL,2.287,2004-11-17,2004
12819,SUL,SANTA CATARINA,2.324,2004-11-17,2004
12803,NORDESTE,PIAUI,2.309,2004-11-17,2004
12802,NORDESTE,PERNAMBUCO,2.222,2004-11-17,2004
12837,NORTE,RONDONIA,2.455,2004-11-24,2004
12835,NORTE,AMAZONAS,2.326,2004-11-24,2004
12844,SUL,PARANA,2.158,2004-11-24,2004
12843,SUDESTE,SAO PAULO,2.108,2004-11-24,2004
12842,SUDESTE,RIO DE JANEIRO,2.226,2004-11-24,2004
12841,SUDESTE,MINAS GERAIS,2.139,2004-11-24,2004
12840,SUDESTE,ESPIRITO SANTO,2.251,2004-11-24,2004
12839,NORTE,TOCANTINS,2.362,2004-11-24,2004
12838,NORTE,RORAIMA,2.254,2004-11-24,2004
12836,NORTE,PARA,2.367,2004-11-24,2004
12822,CENTRO OESTE,MATO GROSSO,2.589,2004-11-24,2004
12820,CENTRO OESTE,DISTRITO FEDERAL,2.24,2004-11-24,2004
12821,CENTRO OESTE,GOIAS,2.195,2004-11-24,2004
12845,SUL,RIO GRANDE DO SUL,2.336,2004-11-24,2004
12823,CENTRO OESTE,MATO GROSSO DO SUL,2.455,2004-11-24,2004
12824,NORDESTE,ALAGOAS,2.3,2004-11-24,2004
12826,NORDESTE,CEARA,2.33,2004-11-24,2004
12827,NORDESTE,MARANHAO,2.131,2004-11-24,2004
12828,NORDESTE,PARAIBA,2.149,2004-11-24,2004
12829,NORDESTE,PERNAMBUCO,2.222,2004-11-24,2004
12830,NORDESTE,PIAUI,2.316,2004-11-24,2004
12831,NORDESTE,RIO GRANDE DO NORTE,2.258,2004-11-24,2004
12832,NORDESTE,SERGIPE,2.188,2004-11-24,2004
12833,NORTE,ACRE,2.542,2004-11-24,2004
12834,NORTE,AMAPA,2.433,2004-11-24,2004
12825,NORDESTE,BAHIA,2.285,2004-11-24,2004
12846,SUL,SANTA CATARINA,2.318,2004-11-24,2004
12872,SUL,RIO GRANDE DO SUL,2.486,2004-12-01,2004
12873,SUL,SANTA CATARINA,2.409,2004-12-01,2004
12871,SUL,PARANA,2.279,2004-12-01,2004
12870,SUDESTE,SAO PAULO,2.19,2004-12-01,2004
12869,SUDESTE,RIO DE JANEIRO,2.286,2004-12-01,2004
12868,SUDESTE,MINAS GERAIS,2.224,2004-12-01,2004
12847,CENTRO OESTE,DISTRITO FEDERAL,2.261,2004-12-01,2004
12848,CENTRO OESTE,GOIAS,2.345,2004-12-01,2004
12849,CENTRO OESTE,MATO GROSSO,2.694,2004-12-01,2004
12850,CENTRO OESTE,MATO GROSSO DO SUL,2.521,2004-12-01,2004
12851,NORDESTE,ALAGOAS,2.374,2004-12-01,2004
12852,NORDESTE,BAHIA,2.388,2004-12-01,2004
12853,NORDESTE,CEARA,2.387,2004-12-01,2004
12854,NORDESTE,MARANHAO,2.258,2004-12-01,2004
12855,NORDESTE,PARAIBA,2.307,2004-12-01,2004
12856,NORDESTE,PERNAMBUCO,2.293,2004-12-01,2004
12857,NORDESTE,PIAUI,2.443,2004-12-01,2004
12858,NORDESTE,RIO GRANDE DO NORTE,2.371,2004-12-01,2004
12859,NORDESTE,SERGIPE,2.275,2004-12-01,2004
12860,NORTE,ACRE,2.61,2004-12-01,2004
12861,NORTE,AMAPA,2.501,2004-12-01,2004
12862,NORTE,AMAZONAS,2.498,2004-12-01,2004
12863,NORTE,PARA,2.431,2004-12-01,2004
12864,NORTE,RONDONIA,2.538,2004-12-01,2004
12865,NORTE,RORAIMA,2.32,2004-12-01,2004
12866,NORTE,TOCANTINS,2.43,2004-12-01,2004
12867,SUDESTE,ESPIRITO SANTO,2.313,2004-12-01,2004
12884,NORDESTE,PIAUI,2.439,2004-12-08,2004
12881,NORDESTE,MARANHAO,2.232,2004-12-08,2004
12882,NORDESTE,PARAIBA,2.303,2004-12-08,2004
12883,NORDESTE,PERNAMBUCO,2.36,2004-12-08,2004
12885,NORDESTE,RIO GRANDE DO NORTE,2.353,2004-12-08,2004
12886,NORDESTE,SERGIPE,2.26,2004-12-08,2004
12887,NORTE,ACRE,2.637,2004-12-08,2004
12888,NORTE,AMAPA,2.466,2004-12-08,2004
12889,NORTE,AMAZONAS,2.516,2004-12-08,2004
12890,NORTE,PARA,2.452,2004-12-08,2004
12874,CENTRO OESTE,DISTRITO FEDERAL,2.284,2004-12-08,2004
12875,CENTRO OESTE,GOIAS,2.367,2004-12-08,2004
12876,CENTRO OESTE,MATO GROSSO,2.707,2004-12-08,2004
12877,CENTRO OESTE,MATO GROSSO DO SUL,2.527,2004-12-08,2004
12878,NORDESTE,ALAGOAS,2.445,2004-12-08,2004
12879,NORDESTE,BAHIA,2.385,2004-12-08,2004
12880,NORDESTE,CEARA,2.446,2004-12-08,2004
12891,NORTE,RONDONIA,2.557,2004-12-08,2004
12893,NORTE,TOCANTINS,2.441,2004-12-08,2004
12892,NORTE,RORAIMA,2.384,2004-12-08,2004
12895,SUDESTE,MINAS GERAIS,2.212,2004-12-08,2004
12894,SUDESTE,ESPIRITO SANTO,2.316,2004-12-08,2004
12896,SUDESTE,RIO DE JANEIRO,2.291,2004-12-08,2004
12897,SUDESTE,SAO PAULO,2.201,2004-12-08,2004
12898,SUL,PARANA,2.255,2004-12-08,2004
12900,SUL,SANTA CATARINA,2.4,2004-12-08,2004
12899,SUL,RIO GRANDE DO SUL,2.478,2004-12-08,2004
12927,SUL,SANTA CATARINA,2.402,2004-12-15,2004
12926,SUL,RIO GRANDE DO SUL,2.477,2004-12-15,2004
12925,SUL,PARANA,2.223,2004-12-15,2004
12924,SUDESTE,SAO PAULO,2.197,2004-12-15,2004
12923,SUDESTE,RIO DE JANEIRO,2.286,2004-12-15,2004
12921,SUDESTE,ESPIRITO SANTO,2.314,2004-12-15,2004
12920,NORTE,TOCANTINS,2.445,2004-12-15,2004
12919,NORTE,RORAIMA,2.384,2004-12-15,2004
12918,NORTE,RONDONIA,2.537,2004-12-15,2004
12917,NORTE,PARA,2.431,2004-12-15,2004
12916,NORTE,AMAZONAS,2.506,2004-12-15,2004
12915,NORTE,AMAPA,2.453,2004-12-15,2004
12914,NORTE,ACRE,2.638,2004-12-15,2004
12913,NORDESTE,SERGIPE,2.268,2004-12-15,2004
12912,NORDESTE,RIO GRANDE DO NORTE,2.322,2004-12-15,2004
12911,NORDESTE,PIAUI,2.439,2004-12-15,2004
12910,NORDESTE,PERNAMBUCO,2.345,2004-12-15,2004
12909,NORDESTE,PARAIBA,2.289,2004-12-15,2004
12908,NORDESTE,MARANHAO,2.238,2004-12-15,2004
12907,NORDESTE,CEARA,2.444,2004-12-15,2004
12906,NORDESTE,BAHIA,2.386,2004-12-15,2004
12905,NORDESTE,ALAGOAS,2.443,2004-12-15,2004
12904,CENTRO OESTE,MATO GROSSO DO SUL,2.522,2004-12-15,2004
12903,CENTRO OESTE,MATO GROSSO,2.707,2004-12-15,2004
12902,CENTRO OESTE,GOIAS,2.362,2004-12-15,2004
12901,CENTRO OESTE,DISTRITO FEDERAL,2.24,2004-12-15,2004
12922,SUDESTE,MINAS GERAIS,2.212,2004-12-15,2004
12954,SUL,SANTA CATARINA,2.398,2004-12-22,2004
12953,SUL,RIO GRANDE DO SUL,2.471,2004-12-22,2004
12952,SUL,PARANA,2.221,2004-12-22,2004
12951,SUDESTE,SAO PAULO,2.205,2004-12-22,2004
12950,SUDESTE,RIO DE JANEIRO,2.296,2004-12-22,2004
