index,REGIÃO,ESTADO,VALOR REVENDA (R$/L),DATA,ANO
22618,SUL,RIO GRANDE DO SUL,2.808,2011-11-30,2011
22617,SUL,PARANA,2.704,2011-11-30,2011
22616,SUDESTE,SAO PAULO,2.664,2011-11-30,2011
22611,NORTE,RORAIMA,2.812,2011-11-30,2011
22614,SUDESTE,MINAS GERAIS,2.827,2011-11-30,2011
22615,SUDESTE,RIO DE JANEIRO,2.848,2011-11-30,2011
22597,NORDESTE,ALAGOAS,2.789,2011-11-30,2011
22598,NORDESTE,BAHIA,2.773,2011-11-30,2011
22599,NORDESTE,CEARA,2.678,2011-11-30,2011
22600,NORDESTE,MARANHAO,2.651,2011-11-30,2011
22601,NORDESTE,PARAIBA,2.594,2011-11-30,2011
22602,NORDESTE,PERNAMBUCO,2.634,2011-11-30,2011
22603,NORDESTE,PIAUI,2.602,2011-11-30,2011
22604,NORDESTE,RIO GRANDE DO NORTE,2.7,2011-11-30,2011
22605,NORDESTE,SERGIPE,2.744,2011-11-30,2011
22606,NORTE,ACRE,3.129,2011-11-30,2011
22607,NORTE,AMAPA,2.771,2011-11-30,2011
22608,NORTE,AMAZONAS,2.888,2011-11-30,2011
22609,NORTE,PARA,2.816,2011-11-30,2011
22610,NORTE,RONDONIA,2.99,2011-11-30,2011
22612,NORTE,TOCANTINS,2.931,2011-11-30,2011
22613,SUDESTE,ESPIRITO SANTO,2.83,2011-11-30,2011
22596,CENTRO OESTE,MATO GROSSO DO SUL,2.724,2011-11-30,2011
22595,CENTRO OESTE,MATO GROSSO,2.983,2011-11-30,2011
22594,CENTRO OESTE,GOIAS,2.858,2011-11-30,2011
22593,CENTRO OESTE,DISTRITO FEDERAL,2.839,2011-11-30,2011
22621,CENTRO OESTE,GOIAS,2.853,2011-12-07,2011
22622,CENTRO OESTE,MATO GROSSO,2.995,2011-12-07,2011
22623,CENTRO OESTE,MATO GROSSO DO SUL,2.721,2011-12-07,2011
22624,NORDESTE,ALAGOAS,2.796,2011-12-07,2011
22625,NORDESTE,BAHIA,2.775,2011-12-07,2011
22626,NORDESTE,CEARA,2.672,2011-12-07,2011
22627,NORDESTE,MARANHAO,2.616,2011-12-07,2011
22628,NORDESTE,PARAIBA,2.596,2011-12-07,2011
22629,NORDESTE,PERNAMBUCO,2.659,2011-12-07,2011
22630,NORDESTE,PIAUI,2.585,2011-12-07,2011
22631,NORDESTE,RIO GRANDE DO NORTE,2.69,2011-12-07,2011
22620,CENTRO OESTE,DISTRITO FEDERAL,2.838,2011-12-07,2011
22632,NORDESTE,SERGIPE,2.748,2011-12-07,2011
22634,NORTE,AMAPA,2.774,2011-12-07,2011
22635,NORTE,AMAZONAS,2.883,2011-12-07,2011
22636,NORTE,PARA,2.815,2011-12-07,2011
22637,NORTE,RONDONIA,2.993,2011-12-07,2011
22638,NORTE,RORAIMA,2.815,2011-12-07,2011
22640,SUDESTE,ESPIRITO SANTO,2.829,2011-12-07,2011
22641,SUDESTE,MINAS GERAIS,2.83,2011-12-07,2011
22642,SUDESTE,RIO DE JANEIRO,2.851,2011-12-07,2011
22643,SUDESTE,SAO PAULO,2.655,2011-12-07,2011
22644,SUL,PARANA,2.706,2011-12-07,2011
22633,NORTE,ACRE,3.12,2011-12-07,2011
22645,SUL,RIO GRANDE DO SUL,2.815,2011-12-07,2011
22646,SUL,SANTA CATARINA,2.738,2011-12-07,2011
22639,NORTE,TOCANTINS,2.932,2011-12-07,2011
22647,CENTRO OESTE,DISTRITO FEDERAL,2.837,2011-12-14,2011
22648,CENTRO OESTE,GOIAS,2.86,2011-12-14,2011
22649,CENTRO OESTE,MATO GROSSO,2.998,2011-12-14,2011
22650,CENTRO OESTE,MATO GROSSO DO SUL,2.73,2011-12-14,2011
22651,NORDESTE,ALAGOAS,2.78,2011-12-14,2011
22652,NORDESTE,BAHIA,2.781,2011-12-14,2011
22653,NORDESTE,CEARA,2.666,2011-12-14,2011
22654,NORDESTE,MARANHAO,2.603,2011-12-14,2011
22655,NORDESTE,PARAIBA,2.606,2011-12-14,2011
22656,NORDESTE,PERNAMBUCO,2.679,2011-12-14,2011
22657,NORDESTE,PIAUI,2.57,2011-12-14,2011
22658,NORDESTE,RIO GRANDE DO NORTE,2.695,2011-12-14,2011
22659,NORDESTE,SERGIPE,2.754,2011-12-14,2011
22660,NORTE,ACRE,3.129,2011-12-14,2011
22661,NORTE,AMAPA,2.773,2011-12-14,2011
22663,NORTE,PARA,2.815,2011-12-14,2011
22664,NORTE,RONDONIA,2.99,2011-12-14,2011
22665,NORTE,RORAIMA,2.813,2011-12-14,2011
22666,NORTE,TOCANTINS,2.933,2011-12-14,2011
22667,SUDESTE,ESPIRITO SANTO,2.83,2011-12-14,2011
22668,SUDESTE,MINAS GERAIS,2.839,2011-12-14,2011
22669,SUDESTE,RIO DE JANEIRO,2.851,2011-12-14,2011
22670,SUDESTE,SAO PAULO,2.661,2011-12-14,2011
22671,SUL,PARANA,2.705,2011-12-14,2011
22672,SUL,RIO GRANDE DO SUL,2.805,2011-12-14,2011
22673,SUL,SANTA CATARINA,2.758,2011-12-14,2011
22662,NORTE,AMAZONAS,2.89,2011-12-14,2011
22685,NORDESTE,RIO GRANDE DO NORTE,2.686,2011-12-21,2011
22684,NORDESTE,PIAUI,2.571,2011-12-21,2011
22683,NORDESTE,PERNAMBUCO,2.69,2011-12-21,2011
22682,NORDESTE,PARAIBA,2.609,2011-12-21,2011
22681,NORDESTE,MARANHAO,2.609,2011-12-21,2011
22680,NORDESTE,CEARA,2.636,2011-12-21,2011
22686,NORDESTE,SERGIPE,2.751,2011-12-21,2011
22679,NORDESTE,BAHIA,2.789,2011-12-21,2011
22677,CENTRO OESTE,MATO GROSSO DO SUL,2.728,2011-12-21,2011
22676,CENTRO OESTE,MATO GROSSO,2.98,2011-12-21,2011
22675,CENTRO OESTE,GOIAS,2.854,2011-12-21,2011
22674,CENTRO OESTE,DISTRITO FEDERAL,2.84,2011-12-21,2011
22678,NORDESTE,ALAGOAS,2.796,2011-12-21,2011
22687,NORTE,ACRE,3.121,2011-12-21,2011
22688,NORTE,AMAPA,2.755,2011-12-21,2011
22689,NORTE,AMAZONAS,2.885,2011-12-21,2011
22700,SUL,SANTA CATARINA,2.739,2011-12-21,2011
22699,SUL,RIO GRANDE DO SUL,2.81,2011-12-21,2011
22698,SUL,PARANA,2.704,2011-12-21,2011
22697,SUDESTE,SAO PAULO,2.646,2011-12-21,2011
22696,SUDESTE,RIO DE JANEIRO,2.833,2011-12-21,2011
22695,SUDESTE,MINAS GERAIS,2.84,2011-12-21,2011
22694,SUDESTE,ESPIRITO SANTO,2.9,2011-12-21,2011
22693,NORTE,TOCANTINS,2.933,2011-12-21,2011
22692,NORTE,RORAIMA,2.811,2011-12-21,2011
22691,NORTE,RONDONIA,2.993,2011-12-21,2011
22690,NORTE,PARA,2.813,2011-12-21,2011
22704,CENTRO OESTE,MATO GROSSO DO SUL,2.715,2011-12-28,2011
22705,NORDESTE,ALAGOAS,2.799,2011-12-28,2011
22706,NORDESTE,BAHIA,2.786,2011-12-28,2011
22707,NORDESTE,CEARA,2.623,2011-12-28,2011
22708,NORDESTE,MARANHAO,2.598,2011-12-28,2011
22709,NORDESTE,PARAIBA,2.608,2011-12-28,2011
22710,NORDESTE,PERNAMBUCO,2.686,2011-12-28,2011
22711,NORDESTE,PIAUI,2.59,2011-12-28,2011
22712,NORDESTE,RIO GRANDE DO NORTE,2.685,2011-12-28,2011
22713,NORDESTE,SERGIPE,2.739,2011-12-28,2011
22714,NORTE,ACRE,3.121,2011-12-28,2011
22715,NORTE,AMAPA,2.752,2011-12-28,2011
22716,NORTE,AMAZONAS,2.887,2011-12-28,2011
22717,NORTE,PARA,2.813,2011-12-28,2011
22727,SUL,SANTA CATARINA,2.739,2011-12-28,2011
22719,NORTE,RORAIMA,2.811,2011-12-28,2011
22720,NORTE,TOCANTINS,2.931,2011-12-28,2011
22721,SUDESTE,ESPIRITO SANTO,2.892,2011-12-28,2011
22722,SUDESTE,MINAS GERAIS,2.835,2011-12-28,2011
22723,SUDESTE,RIO DE JANEIRO,2.849,2011-12-28,2011
22724,SUDESTE,SAO PAULO,2.67,2011-12-28,2011
22725,SUL,PARANA,2.706,2011-12-28,2011
22726,SUL,RIO GRANDE DO SUL,2.805,2011-12-28,2011
22703,CENTRO OESTE,MATO GROSSO,2.994,2011-12-28,2011
22702,CENTRO OESTE,GOIAS,2.856,2011-12-28,2011
22718,NORTE,RONDONIA,2.987,2011-12-28,2011
22701,CENTRO OESTE,DISTRITO FEDERAL,2.842,2011-12-28,2011
22746,NORTE,RORAIMA,2.821,2012-01-04,2012
22742,NORTE,AMAPA,2.777,2012-01-04,2012
22743,NORTE,AMAZONAS,2.891,2012-01-04,2012
22744,NORTE,PARA,2.818,2012-01-04,2012
22745,NORTE,RONDONIA,2.993,2012-01-04,2012
22747,NORTE,TOCANTINS,2.933,2012-01-04,2012
22748,SUDESTE,ESPIRITO SANTO,2.887,2012-01-04,2012
22749,SUDESTE,MINAS GERAIS,2.828,2012-01-04,2012
22751,SUDESTE,SAO PAULO,2.656,2012-01-04,2012
22752,SUL,PARANA,2.706,2012-01-04,2012
22753,SUL,RIO GRANDE DO SUL,2.81,2012-01-04,2012
22754,SUL,SANTA CATARINA,2.754,2012-01-04,2012
22750,SUDESTE,RIO DE JANEIRO,2.856,2012-01-04,2012
22741,NORTE,ACRE,3.124,2012-01-04,2012
22740,NORDESTE,SERGIPE,2.737,2012-01-04,2012
22738,NORDESTE,PIAUI,2.572,2012-01-04,2012
22739,NORDESTE,RIO GRANDE DO NORTE,2.694,2012-01-04,2012
22734,NORDESTE,CEARA,2.61,2012-01-04,2012
22735,NORDESTE,MARANHAO,2.587,2012-01-04,2012
22737,NORDESTE,PERNAMBUCO,2.667,2012-01-04,2012
22733,NORDESTE,BAHIA,2.786,2012-01-04,2012
22732,NORDESTE,ALAGOAS,2.778,2012-01-04,2012
22736,NORDESTE,PARAIBA,2.607,2012-01-04,2012
22730,CENTRO OESTE,MATO GROSSO,2.996,2012-01-04,2012
22729,CENTRO OESTE,GOIAS,2.853,2012-01-04,2012
22728,CENTRO OESTE,DISTRITO FEDERAL,2.834,2012-01-04,2012
22731,CENTRO OESTE,MATO GROSSO DO SUL,2.728,2012-01-04,2012
22756,CENTRO OESTE,GOIAS,2.855,2012-01-11,2012
22766,NORDESTE,RIO GRANDE DO NORTE,2.694,2012-01-11,2012
22767,NORDESTE,SERGIPE,2.744,2012-01-11,2012
22768,NORTE,ACRE,3.121,2012-01-11,2012
22769,NORTE,AMAPA,2.759,2012-01-11,2012
22770,NORTE,AMAZONAS,2.881,2012-01-11,2012
22771,NORTE,PARA,2.821,2012-01-11,2012
22755,CENTRO OESTE,DISTRITO FEDERAL,2.835,2012-01-11,2012
22778,SUDESTE,SAO PAULO,2.663,2012-01-11,2012
22773,NORTE,RORAIMA,2.811,2012-01-11,2012
22774,NORTE,TOCANTINS,2.933,2012-01-11,2012
22776,SUDESTE,MINAS GERAIS,2.831,2012-01-11,2012
22777,SUDESTE,RIO DE JANEIRO,2.85,2012-01-11,2012
22765,NORDESTE,PIAUI,2.57,2012-01-11,2012
22779,SUL,PARANA,2.704,2012-01-11,2012
22780,SUL,RIO GRANDE DO SUL,2.799,2012-01-11,2012
22781,SUL,SANTA CATARINA,2.74,2012-01-11,2012
22772,NORTE,RONDONIA,2.991,2012-01-11,2012
22764,NORDESTE,PERNAMBUCO,2.663,2012-01-11,2012
22762,NORDESTE,MARANHAO,2.585,2012-01-11,2012
22757,CENTRO OESTE,MATO GROSSO,2.989,2012-01-11,2012
22758,CENTRO OESTE,MATO GROSSO DO SUL,2.721,2012-01-11,2012
22759,NORDESTE,ALAGOAS,2.789,2012-01-11,2012
22760,NORDESTE,BAHIA,2.783,2012-01-11,2012
22761,NORDESTE,CEARA,2.618,2012-01-11,2012
22763,NORDESTE,PARAIBA,2.608,2012-01-11,2012
22775,SUDESTE,ESPIRITO SANTO,2.856,2012-01-11,2012
22786,NORDESTE,ALAGOAS,2.796,2012-01-18,2012
22785,CENTRO OESTE,MATO GROSSO DO SUL,2.709,2012-01-18,2012
22784,CENTRO OESTE,MATO GROSSO,2.984,2012-01-18,2012
22783,CENTRO OESTE,GOIAS,2.843,2012-01-18,2012
22782,CENTRO OESTE,DISTRITO FEDERAL,2.834,2012-01-18,2012
22787,NORDESTE,BAHIA,2.787,2012-01-18,2012
22788,NORDESTE,CEARA,2.615,2012-01-18,2012
22790,NORDESTE,PARAIBA,2.606,2012-01-18,2012
22808,SUL,SANTA CATARINA,2.754,2012-01-18,2012
22807,SUL,RIO GRANDE DO SUL,2.801,2012-01-18,2012
22806,SUL,PARANA,2.7,2012-01-18,2012
22805,SUDESTE,SAO PAULO,2.643,2012-01-18,2012
22804,SUDESTE,RIO DE JANEIRO,2.846,2012-01-18,2012
22789,NORDESTE,MARANHAO,2.582,2012-01-18,2012
22803,SUDESTE,MINAS GERAIS,2.825,2012-01-18,2012
22801,NORTE,TOCANTINS,2.933,2012-01-18,2012
22800,NORTE,RORAIMA,2.813,2012-01-18,2012
22799,NORTE,RONDONIA,2.99,2012-01-18,2012
22798,NORTE,PARA,2.824,2012-01-18,2012
22797,NORTE,AMAZONAS,2.891,2012-01-18,2012
22796,NORTE,AMAPA,2.763,2012-01-18,2012
22795,NORTE,ACRE,3.124,2012-01-18,2012
22794,NORDESTE,SERGIPE,2.737,2012-01-18,2012
22793,NORDESTE,RIO GRANDE DO NORTE,2.702,2012-01-18,2012
22792,NORDESTE,PIAUI,2.57,2012-01-18,2012
22791,NORDESTE,PERNAMBUCO,2.658,2012-01-18,2012
22802,SUDESTE,ESPIRITO SANTO,2.844,2012-01-18,2012
22819,NORDESTE,PIAUI,2.568,2012-01-25,2012
22820,NORDESTE,RIO GRANDE DO NORTE,2.693,2012-01-25,2012
22821,NORDESTE,SERGIPE,2.736,2012-01-25,2012
22822,NORTE,ACRE,3.126,2012-01-25,2012
22823,NORTE,AMAPA,2.757,2012-01-25,2012
22824,NORTE,AMAZONAS,2.89,2012-01-25,2012
22827,NORTE,RORAIMA,2.812,2012-01-25,2012
22826,NORTE,RONDONIA,2.988,2012-01-25,2012
22818,NORDESTE,PERNAMBUCO,2.658,2012-01-25,2012
22828,NORTE,TOCANTINS,2.933,2012-01-25,2012
22817,NORDESTE,PARAIBA,2.607,2012-01-25,2012
22815,NORDESTE,CEARA,2.604,2012-01-25,2012
22816,NORDESTE,MARANHAO,2.589,2012-01-25,2012
22809,CENTRO OESTE,DISTRITO FEDERAL,2.834,2012-01-25,2012
22810,CENTRO OESTE,GOIAS,2.839,2012-01-25,2012
22811,CENTRO OESTE,MATO GROSSO,2.997,2012-01-25,2012
22812,CENTRO OESTE,MATO GROSSO DO SUL,2.719,2012-01-25,2012
22813,NORDESTE,ALAGOAS,2.779,2012-01-25,2012
22814,NORDESTE,BAHIA,2.79,2012-01-25,2012
22829,SUDESTE,ESPIRITO SANTO,2.84,2012-01-25,2012
22830,SUDESTE,MINAS GERAIS,2.821,2012-01-25,2012
22825,NORTE,PARA,2.821,2012-01-25,2012
22832,SUDESTE,SAO PAULO,2.634,2012-01-25,2012
22831,SUDESTE,RIO DE JANEIRO,2.843,2012-01-25,2012
22833,SUL,PARANA,2.697,2012-01-25,2012
22834,SUL,RIO GRANDE DO SUL,2.781,2012-01-25,2012
22835,SUL,SANTA CATARINA,2.73,2012-01-25,2012
22856,SUDESTE,ESPIRITO SANTO,2.806,2012-02-01,2012
22857,SUDESTE,MINAS GERAIS,2.817,2012-02-01,2012
22858,SUDESTE,RIO DE JANEIRO,2.853,2012-02-01,2012
22859,SUDESTE,SAO PAULO,2.642,2012-02-01,2012
22860,SUL,PARANA,2.692,2012-02-01,2012
22861,SUL,RIO GRANDE DO SUL,2.766,2012-02-01,2012
22855,NORTE,TOCANTINS,2.936,2012-02-01,2012
22862,SUL,SANTA CATARINA,2.739,2012-02-01,2012
22837,CENTRO OESTE,GOIAS,2.826,2012-02-01,2012
22854,NORTE,RORAIMA,2.81,2012-02-01,2012
22852,NORTE,PARA,2.816,2012-02-01,2012
22838,CENTRO OESTE,MATO GROSSO,2.989,2012-02-01,2012
22839,CENTRO OESTE,MATO GROSSO DO SUL,2.706,2012-02-01,2012
22840,NORDESTE,ALAGOAS,2.789,2012-02-01,2012
22841,NORDESTE,BAHIA,2.787,2012-02-01,2012
22842,NORDESTE,CEARA,2.59,2012-02-01,2012
22843,NORDESTE,MARANHAO,2.627,2012-02-01,2012
22853,NORTE,RONDONIA,2.991,2012-02-01,2012
22844,NORDESTE,PARAIBA,2.608,2012-02-01,2012
22846,NORDESTE,PIAUI,2.568,2012-02-01,2012
22847,NORDESTE,RIO GRANDE DO NORTE,2.698,2012-02-01,2012
22848,NORDESTE,SERGIPE,2.722,2012-02-01,2012
22849,NORTE,ACRE,3.117,2012-02-01,2012
22850,NORTE,AMAPA,2.769,2012-02-01,2012
22851,NORTE,AMAZONAS,2.88,2012-02-01,2012
22845,NORDESTE,PERNAMBUCO,2.657,2012-02-01,2012
22836,CENTRO OESTE,DISTRITO FEDERAL,2.836,2012-02-01,2012
22889,SUL,SANTA CATARINA,2.727,2012-02-08,2012
22888,SUL,RIO GRANDE DO SUL,2.769,2012-02-08,2012
22887,SUL,PARANA,2.681,2012-02-08,2012
22885,SUDESTE,RIO DE JANEIRO,2.849,2012-02-08,2012
22877,NORTE,AMAPA,2.747,2012-02-08,2012
22886,SUDESTE,SAO PAULO,2.652,2012-02-08,2012
22883,SUDESTE,ESPIRITO SANTO,2.825,2012-02-08,2012
22882,NORTE,TOCANTINS,2.936,2012-02-08,2012
22881,NORTE,RORAIMA,2.816,2012-02-08,2012
22880,NORTE,RONDONIA,2.991,2012-02-08,2012
22879,NORTE,PARA,2.828,2012-02-08,2012
22863,CENTRO OESTE,DISTRITO FEDERAL,2.834,2012-02-08,2012
22864,CENTRO OESTE,GOIAS,2.824,2012-02-08,2012
22865,CENTRO OESTE,MATO GROSSO,2.981,2012-02-08,2012
22866,CENTRO OESTE,MATO GROSSO DO SUL,2.705,2012-02-08,2012
22867,NORDESTE,ALAGOAS,2.795,2012-02-08,2012
22868,NORDESTE,BAHIA,2.77,2012-02-08,2012
22869,NORDESTE,CEARA,2.6,2012-02-08,2012
22870,NORDESTE,MARANHAO,2.604,2012-02-08,2012
22871,NORDESTE,PARAIBA,2.608,2012-02-08,2012
22872,NORDESTE,PERNAMBUCO,2.651,2012-02-08,2012
22873,NORDESTE,PIAUI,2.567,2012-02-08,2012
22874,NORDESTE,RIO GRANDE DO NORTE,2.693,2012-02-08,2012
22875,NORDESTE,SERGIPE,2.727,2012-02-08,2012
22876,NORTE,ACRE,3.118,2012-02-08,2012
22878,NORTE,AMAZONAS,2.89,2012-02-08,2012
22884,SUDESTE,MINAS GERAIS,2.811,2012-02-08,2012
22912,SUDESTE,RIO DE JANEIRO,2.846,2012-02-15,2012
22913,SUDESTE,SAO PAULO,2.636,2012-02-15,2012
22914,SUL,PARANA,2.671,2012-02-15,2012
22915,SUL,RIO GRANDE DO SUL,2.765,2012-02-15,2012
22916,SUL,SANTA CATARINA,2.752,2012-02-15,2012
22911,SUDESTE,MINAS GERAIS,2.82,2012-02-15,2012
22910,SUDESTE,ESPIRITO SANTO,2.825,2012-02-15,2012
22909,NORTE,TOCANTINS,2.924,2012-02-15,2012
22908,NORTE,RORAIMA,2.879,2012-02-15,2012
22890,CENTRO OESTE,DISTRITO FEDERAL,2.845,2012-02-15,2012
22891,CENTRO OESTE,GOIAS,2.812,2012-02-15,2012
22892,CENTRO OESTE,MATO GROSSO,2.994,2012-02-15,2012
22893,CENTRO OESTE,MATO GROSSO DO SUL,2.707,2012-02-15,2012
22894,NORDESTE,ALAGOAS,2.773,2012-02-15,2012
22895,NORDESTE,BAHIA,2.754,2012-02-15,2012
22896,NORDESTE,CEARA,2.605,2012-02-15,2012
22897,NORDESTE,MARANHAO,2.593,2012-02-15,2012
22898,NORDESTE,PARAIBA,2.606,2012-02-15,2012
22900,NORDESTE,PIAUI,2.568,2012-02-15,2012
22901,NORDESTE,RIO GRANDE DO NORTE,2.698,2012-02-15,2012
22902,NORDESTE,SERGIPE,2.712,2012-02-15,2012
22903,NORTE,ACRE,3.122,2012-02-15,2012
22904,NORTE,AMAPA,2.723,2012-02-15,2012
22905,NORTE,AMAZONAS,2.889,2012-02-15,2012
22906,NORTE,PARA,2.822,2012-02-15,2012
22907,NORTE,RONDONIA,2.956,2012-02-15,2012
22899,NORDESTE,PERNAMBUCO,2.653,2012-02-15,2012
22920,CENTRO OESTE,MATO GROSSO DO SUL,2.704,2012-02-22,2012
22919,CENTRO OESTE,MATO GROSSO,2.979,2012-02-22,2012
22922,NORDESTE,BAHIA,2.757,2012-02-22,2012
22917,CENTRO OESTE,DISTRITO FEDERAL,2.849,2012-02-22,2012
22923,NORDESTE,CEARA,2.776,2012-02-22,2012
22924,NORDESTE,MARANHAO,2.593,2012-02-22,2012
22925,NORDESTE,PARAIBA,2.608,2012-02-22,2012
22926,NORDESTE,PERNAMBUCO,2.65,2012-02-22,2012
22927,NORDESTE,PIAUI,2.575,2012-02-22,2012
22928,NORDESTE,RIO GRANDE DO NORTE,2.697,2012-02-22,2012
22929,NORDESTE,SERGIPE,2.714,2012-02-22,2012
22930,NORTE,ACRE,3.122,2012-02-22,2012
22921,NORDESTE,ALAGOAS,2.792,2012-02-22,2012
22918,CENTRO OESTE,GOIAS,2.812,2012-02-22,2012
22943,SUL,SANTA CATARINA,2.745,2012-02-22,2012
22931,NORTE,AMAPA,2.721,2012-02-22,2012
22932,NORTE,AMAZONAS,2.883,2012-02-22,2012
22934,NORTE,RONDONIA,2.955,2012-02-22,2012
22933,NORTE,PARA,2.826,2012-02-22,2012
22935,NORTE,RORAIMA,2.855,2012-02-22,2012
22936,NORTE,TOCANTINS,2.922,2012-02-22,2012
22937,SUDESTE,ESPIRITO SANTO,2.817,2012-02-22,2012
22938,SUDESTE,MINAS GERAIS,2.823,2012-02-22,2012
22939,SUDESTE,RIO DE JANEIRO,2.842,2012-02-22,2012
22940,SUDESTE,SAO PAULO,2.64,2012-02-22,2012
22941,SUL,PARANA,2.666,2012-02-22,2012
22942,SUL,RIO GRANDE DO SUL,2.765,2012-02-22,2012
22944,CENTRO OESTE,DISTRITO FEDERAL,2.846,2012-02-29,2012
22952,NORDESTE,PARAIBA,2.606,2012-02-29,2012
22946,CENTRO OESTE,MATO GROSSO,2.984,2012-02-29,2012
22963,NORTE,TOCANTINS,2.922,2012-02-29,2012
22962,NORTE,RORAIMA,2.875,2012-02-29,2012
22961,NORTE,RONDONIA,2.955,2012-02-29,2012
22960,NORTE,PARA,2.818,2012-02-29,2012
22959,NORTE,AMAZONAS,2.888,2012-02-29,2012
22958,NORTE,AMAPA,2.711,2012-02-29,2012
22957,NORTE,ACRE,3.121,2012-02-29,2012
22956,NORDESTE,SERGIPE,2.719,2012-02-29,2012
22955,NORDESTE,RIO GRANDE DO NORTE,2.693,2012-02-29,2012
22954,NORDESTE,PIAUI,2.569,2012-02-29,2012
22953,NORDESTE,PERNAMBUCO,2.641,2012-02-29,2012
22951,NORDESTE,MARANHAO,2.586,2012-02-29,2012
22950,NORDESTE,CEARA,2.786,2012-02-29,2012
22949,NORDESTE,BAHIA,2.739,2012-02-29,2012
22948,NORDESTE,ALAGOAS,2.792,2012-02-29,2012
22947,CENTRO OESTE,MATO GROSSO DO SUL,2.691,2012-02-29,2012
22964,SUDESTE,ESPIRITO SANTO,2.817,2012-02-29,2012
22945,CENTRO OESTE,GOIAS,2.807,2012-02-29,2012
22965,SUDESTE,MINAS GERAIS,2.821,2012-02-29,2012
22967,SUDESTE,SAO PAULO,2.636,2012-02-29,2012
22966,SUDESTE,RIO DE JANEIRO,2.843,2012-02-29,2012
22969,SUL,RIO GRANDE DO SUL,2.765,2012-02-29,2012
22968,SUL,PARANA,2.663,2012-02-29,2012
22970,SUL,SANTA CATARINA,2.753,2012-02-29,2012
22971,CENTRO OESTE,DISTRITO FEDERAL,2.848,2012-03-07,2012
22972,CENTRO OESTE,GOIAS,2.805,2012-03-07,2012
22973,CENTRO OESTE,MATO GROSSO,2.98,2012-03-07,2012
22974,CENTRO OESTE,MATO GROSSO DO SUL,2.7,2012-03-07,2012
22975,NORDESTE,ALAGOAS,2.774,2012-03-07,2012
22977,NORDESTE,CEARA,2.786,2012-03-07,2012
22978,NORDESTE,MARANHAO,2.572,2012-03-07,2012
22979,NORDESTE,PARAIBA,2.607,2012-03-07,2012
22980,NORDESTE,PERNAMBUCO,2.635,2012-03-07,2012
22981,NORDESTE,PIAUI,2.56,2012-03-07,2012
22982,NORDESTE,RIO GRANDE DO NORTE,2.695,2012-03-07,2012
22983,NORDESTE,SERGIPE,2.727,2012-03-07,2012
22976,NORDESTE,BAHIA,2.759,2012-03-07,2012
22984,NORTE,ACRE,3.126,2012-03-07,2012
22985,NORTE,AMAPA,2.711,2012-03-07,2012
22987,NORTE,PARA,2.821,2012-03-07,2012
22997,SUL,SANTA CATARINA,2.732,2012-03-07,2012
22996,SUL,RIO GRANDE DO SUL,2.763,2012-03-07,2012
22986,NORTE,AMAZONAS,2.885,2012-03-07,2012
22994,SUDESTE,SAO PAULO,2.659,2012-03-07,2012
22992,SUDESTE,MINAS GERAIS,2.813,2012-03-07,2012
22991,SUDESTE,ESPIRITO SANTO,2.809,2012-03-07,2012
22990,NORTE,TOCANTINS,2.917,2012-03-07,2012
22988,NORTE,RONDONIA,2.954,2012-03-07,2012
22989,NORTE,RORAIMA,2.872,2012-03-07,2012
22993,SUDESTE,RIO DE JANEIRO,2.855,2012-03-07,2012
22995,SUL,PARANA,2.68,2012-03-07,2012
23020,SUDESTE,RIO DE JANEIRO,2.846,2012-03-14,2012
23021,SUDESTE,SAO PAULO,2.659,2012-03-14,2012
23022,SUL,PARANA,2.687,2012-03-14,2012
23023,SUL,RIO GRANDE DO SUL,2.763,2012-03-14,2012
23024,SUL,SANTA CATARINA,2.737,2012-03-14,2012
23019,SUDESTE,MINAS GERAIS,2.819,2012-03-14,2012
23018,SUDESTE,ESPIRITO SANTO,2.815,2012-03-14,2012
23016,NORTE,RORAIMA,2.882,2012-03-14,2012
22998,CENTRO OESTE,DISTRITO FEDERAL,2.845,2012-03-14,2012
22999,CENTRO OESTE,GOIAS,2.842,2012-03-14,2012
23000,CENTRO OESTE,MATO GROSSO,2.969,2012-03-14,2012
23001,CENTRO OESTE,MATO GROSSO DO SUL,2.701,2012-03-14,2012
23002,NORDESTE,ALAGOAS,2.781,2012-03-14,2012
23003,NORDESTE,BAHIA,2.76,2012-03-14,2012
23004,NORDESTE,CEARA,2.788,2012-03-14,2012
23005,NORDESTE,MARANHAO,2.579,2012-03-14,2012
23017,NORTE,TOCANTINS,2.916,2012-03-14,2012
23006,NORDESTE,PARAIBA,2.605,2012-03-14,2012
23008,NORDESTE,PIAUI,2.569,2012-03-14,2012
23009,NORDESTE,RIO GRANDE DO NORTE,2.695,2012-03-14,2012
23010,NORDESTE,SERGIPE,2.699,2012-03-14,2012
23011,NORTE,ACRE,3.118,2012-03-14,2012
23012,NORTE,AMAPA,2.702,2012-03-14,2012
23013,NORTE,AMAZONAS,2.887,2012-03-14,2012
23014,NORTE,PARA,2.82,2012-03-14,2012
23015,NORTE,RONDONIA,2.953,2012-03-14,2012
23007,NORDESTE,PERNAMBUCO,2.641,2012-03-14,2012
23032,NORDESTE,MARANHAO,2.588,2012-03-21,2012
23033,NORDESTE,PARAIBA,2.604,2012-03-21,2012
23029,NORDESTE,ALAGOAS,2.782,2012-03-21,2012
23028,CENTRO OESTE,MATO GROSSO DO SUL,2.684,2012-03-21,2012
